ID.Source;Name.Source;ID.Target;Name.Target;Linie;Color;City;Type;Service;Direktionalität;Scope;Scope_connects_to;last_checked
B0059;Bornholmer Str.;B0060;Pankow;S8;green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0030;Schönhauser Alle;B0059;Bornholmer Str.;S85;green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0059;Bornholmer Str.;B0060;Pankow;S85;green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0061;Krumme Lanke;B0062;Onkel Toms Hütte;U3;turquoise;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0062;Onkel Toms Hütte;B0063;Oskar-Helene-Heim;U3;turquoise;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0063;Oskar-Helene-Heim;B0064;Freie Universität Thielplatz;U3;turquoise;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0064;Freie Universität Thielplatz;B0065;Dahlem-Dorf;U3;turquoise;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0065;Dahlem-Dorf;B0066;Podbielskiallee;U3;turquoise;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0066;Podbielskiallee;B0067;Breitenbachplatz;U3;turquoise;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0067;Breitenbachplatz;B0068;Rüdesheimer Platz;U3;turquoise;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0068;Rüdesheimer Platz;B0040;Heidelberger Platz;U3;turquoise;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0014;Rathaus Steglitz;B0069;Schloßstr.;U9;orange;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0069;Schloßstr.;B0070;Walther-Schreiber-Platz;U9;orange;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0070;Walther-Schreiber-Platz;B0071;Friedrich-Wilhelm-Platz;U9;orange;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0071;Friedrich-Wilhelm-Platz;B0041;Bundesplatz;U9;orange;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0072;Alt-Mariendorf;B0073;Westphalweg;U6;purple;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0073;Westphalweg;B0074;Ullsteinstr.;U6;purple;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0074;Ullsteinstr.;B0075;Kaiserin-Augusta-Str.;U6;purple;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0075;Kaiserin-Augusta-Str.;B0076;Alt-Tempelhof;U6;purple;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0076;Alt-Tempelhof;B0019;Tempelhof;U6;purple;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0077;Teltow Stadt;B0078;Lichterfelde Süd;S25;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0078;Lichterfelde Süd;B0079;Osdorfer Str.;S25;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0079;Osdorfer Str.;B0080;Lichterfelde Ost;S25;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0080;Lichterfelde Ost;B0081;Lankwitz;S25;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0081;Lankwitz;B0082;Südende;S25;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0082;Südende;B0083;Priesterweg;S25;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0083;Priesterweg;B0018;Südkreuz;S25;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0077;Teltow Stadt;B0078;Lichterfelde Süd;S26;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0078;Lichterfelde Süd;B0079;Osdorfer Str.;S26;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0079;Osdorfer Str.;B0080;Lichterfelde Ost;S26;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0080;Lichterfelde Ost;B0081;Lankwitz;S26;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0081;Lankwitz;B0082;Südende;S26;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0082;Südende;B0083;Priesterweg;S26;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0083;Priesterweg;B0018;Südkreuz;S26;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0084;Blankenfelde;B0085;Mahlow;S2;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0085;Mahlow;B0086;Lichtenrade;S2;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0086;Lichtenrade;B0087;Schichauweg;S2;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0087;Schichauweg;B0088;Buckower Chausee;S2;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0088;Buckower Chausee;B0089;Marienfelde;S2;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0089;Marienfelde;B0090;Attilastr.;S2;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0090;Attilastr.;B0083;Priesterweg;S2;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0083;Priesterweg;B0018;Südkreuz;S2;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0091;Rudow;B0092;Zwickauer Damm;U7;light blue;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0092;Zwickauer Damm;B0093;Wutzkyallee;U7;light blue;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0093;Wutzkyallee;B0094;Lipschitzallee;U7;light blue;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0094;Lipschitzallee;B0095;Johannisthaler Chausee;U7;light blue;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0095;Johannisthaler Chausee;B0096;Britz-Süd;U7;light blue;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0096;Britz-Süd;B0097;Parchimer Allee;U7;light blue;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0097;Parchimer Allee;B0098;Blaschkoallee;U7;light blue;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0098;Blaschkoallee;B0099;Grenzallee;U7;light blue;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0099;Grenzallee;B0021;Neukölln;U7;light blue;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0100;Spandau;B0101;Stresow;S3;blue;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0101;Stresow;B0102;Pichelsberg;S3;blue;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0102;Pichelsberg;B0103;Olympiastadion;S3;blue;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0103;Olympiastadion;B0104;Heerstr.;S3;blue;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0104;Heerstr.;B0105;Messe Süd;S3;blue;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0105;Messe Süd;B0008;Westkreuz;S3;blue;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0100;Spandau;B0101;Stresow;S9;purple;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0101;Stresow;B0102;Pichelsberg;S9;purple;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0102;Pichelsberg;B0103;Olympiastadion;S9;purple;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0103;Olympiastadion;B0104;Heerstr.;S9;purple;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0104;Heerstr.;B0105;Messe Süd;S9;purple;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0105;Messe Süd;B0008;Westkreuz;S9;purple;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0106;Rathaus Spandau;B0107;Altstadt Spandau;U7;light blue;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0107;Altstadt Spandau;B0108;Zitadelle;U7;light blue;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0108;Zitadelle;B0109;Haselhorst;U7;light blue;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0109;Haselhorst;B0110;Paulsternstr.;U7;light blue;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0110;Paulsternstr.;B0111;Rohrdamm;U7;light blue;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0111;Rohrdamm;B0112;Siemensdamm;U7;light blue;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0112;Siemensdamm;B0113;Halemweg;U7;light blue;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0113;Halemweg;B0114;Jakob-Kaiser-Platz;U7;light blue;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0114;Jakob-Kaiser-Platz;B0035;Jungfernheide;U7;light blue;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0116;Erkner;B0117;Wilhelmshagen;S3;blue;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0117;Wilhelmshagen;B0118;Rahnsdorf;S3;blue;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0118;Rahnsdorf;B0119;Friedrichshagen;S3;blue;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0119;Friedrichshagen;B0120;Hirschgarten;S3;blue;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0120;Hirschgarten;B0121;Köpenick;S3;blue;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0121;Köpenick;B0122;Wuhlheide;S3;blue;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0122;Wuhlheide;B0123;Karlshorst;S3;blue;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0123;Karlshorst;B0124;Betriebsbahnhof Rummelsburg;S3;blue;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0124;Betriebsbahnhof Rummelsburg;B0125;Rummelsburg;S3;blue;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0125;Rummelsburg;B0024;Ostkreuz;S3;blue;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0126;Bernau;B0127;Bernau-Friedenstal;S2;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0127;Bernau-Friedenstal;B0128;Zepernick;S2;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0128;Zepernick;B0129;Röntgental;S2;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0129;Röntgental;B0130;Buch;S2;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0130;Buch;B0131;Karow;S2;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0131;Karow;B0132;Blankenburg;S2;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0132;Blankenburg;B0133;Pankow-Heinersdorf;S2;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0133;Pankow-Heinersdorf;B0060;Pankow;S2;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0060;Pankow;B0059;Bornholmer Str.;S2;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0059;Bornholmer Str.;B0031;Gesundbrunnen;S2;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0134;Oranienburg;B0135;Lehnitz;S1;pink;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0135;Lehnitz;B0136;Borgsdorf;S1;pink;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0136;Borgsdorf;B0137;Birkenwerder;S1;pink;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0137;Birkenwerder;B0138;Hohen Neuendorf;S1;pink;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0136;Borgsdorf;B0137;Birkenwerder;S8;green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0137;Birkenwerder;B0138;Hohen Neuendorf;S8;green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0138;Hohen Neuendorf;B0139;Bergfelde;S8;green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0139;Bergfelde;B0140;Schönfließ;S8;green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0140;Schönfließ;B0141;Mühlenbeck-Mönchmühle;S8;green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0141;Mühlenbeck-Mönchmühle;B0132;Blankenburg;S8;green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0132;Blankenburg;B0133;Pankow-Heinersdorf;S8;green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0133;Pankow-Heinersdorf;B0060;Pankow;S8;green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0060;Pankow;B0142;Vinetastr.;U2;red;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0142;Vinetastr.;B0030;Schönhauser Allee;U2;red;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0138;Hohen Neuendorf;B0143;Frohnau;S1;pink;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0143;Frohnau;B0144;Hermsdorf;S1;pink;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0144;Hermsdorf;B0145;Waidmannslust;S1;pink;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0145;Waidmannslust;B0146;Wittenau;S1;pink;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0146;Wittenau;B0147;Wilhelmsruh;S1;pink;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0147;Wilhelmsruh;B0148;Schönholz;S1;pink;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0148;Schönholz;B0149;Wollankstr.;S1;pink;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0149;Wollankstr.;B0059;Bornholmer Str.;S1;pink;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0059;Bornholmer Str.;B0031;Gesundbrunnen;S1;pink;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0145;Waidmannslust;B0146;Wittenau;S26;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0146;Wittenau;B0147;Wilhelmsruh;S26;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0147;Wilhelmsruh;B0148;Schönholz;S26;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0148;Schönholz;B0149;Wollankstr.;S26;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0149;Wollankstr.;B0059;Bornholmer Str.;S26;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0059;Bornholmer Str.;B0031;Gesundbrunnen;S26;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0148;Schönholz;B0149;Wollankstr.;S25;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0149;Wollankstr.;B0059;Bornholmer Str.;S25;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0059;Bornholmer Str.;B0031;Gesundbrunnen;S25;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0146;Wittenau;B0150;Rathaus Reinickendorf;U8;blue;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0150;Rathaus Reinickendorf;B0151;Karl-Bonhoeffer-Nervenklinik;U8;blue;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0151;Karl-Bonhoeffer-Nervenklinik;B0152;Lindauer Allee;U8;blue;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0152;Lindauer Allee;B0153;Paracelsus-Bad;U8;blue;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0153;Paracelsus-Bad;B0154;Residenzstr.;U8;blue;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0154;Residenzstr.;B0155;Franz-Neumann-Platz;U8;blue;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0155;Franz-Neumann-Platz;B0156;Osloer Str.;U8;blue;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0156;Osloer Str.;B0157;Pankstr.;U8;blue;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0157;Pankstr.;B0031;Gesundbrunnen;U8;blue;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0158;Henningsdorf;B0159;Heiligensee;S25;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0159;Heiligensee;B0160;Schulzendorf;S25;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0160;Schulzendorf;B0161;Tegel;S25;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0161;Tegel;B0162;Eichborndamm;S25;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0162;Eichborndamm;B0151;Karl-Bonhoeffer-Nervenklinik;S25;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0151;Karl-Bonhoeffer-Nervenklinik;B0163;Alt-Reinickendorf;S25;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0163;Alt-Reinickendorf;B0148;Schönholz;S25;dark green;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0164;Alt-Tegel;B0165;Borsigwerke;U6;purple;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0165;Borsigwerke;B0166;Holzhauser Str.;U6;purple;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0166;Holzhauser Str.;B0167;Otisstr.;U6;purple;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0167;Otisstr.;B0168;Scharnweberstr.;U6;purple;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0168;Scharnweberstr.;B0169;Kurt-Schumacher-Platz;U6;purple;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0169;Kurt-Schumacher-Platz;B0170;Afrikanische Str.;U6;purple;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0170;Afrikanische Str.;B0171;Rehberge;U6;purple;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0171;Rehberge;B0172;Seestr.;U6;purple;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0172;Seestr.;B0173;Leopoldplatz;U6;purple;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0173;Leopoldplatz;B0032;Wedding;U6;purple;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0156;Osloer Str.;B0174;Nauener Platz;U9;orange;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0174;Nauener Platz;B0173;Leopoldplatz;U9;orange;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0173;Leopoldplatz;B0175;Amrumer Str.;U9;orange;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0175;Amrumer Str.;B0033;Westhafen;U9;orange;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0176;Wartenberg;B0177;Hohenschönhausen;S75;purple;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0177;Hohenschönhausen;B0178;Gehrenseestr.;S75;purple;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0178;Gehrenseestr.;B0179;Springpfuhl;S75;purple;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0180;Ahrensfelde;B0181;Raoul-Wallenberg-Str.;S7;purple;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0181;Raoul-Wallenberg-Str.;B0182;Marzahn;S7;purple;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0182;Marzahn;B0183;Poelchaustr.;S7;purple;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0183;Poelchaustr.;B0179;Springpfuhl;S7;purple;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0179;Springpfuhl;B0184;Friedrichsfelde Ost;S75;purple;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0184;Friedrichsfelde Ost;B0185;Lichtenberg;S75;purple;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0185;Lichtenberg;B0186;Nöldnerplatz;S75;purple;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0186;Nöldnerplatz;B0024;Ostkreuz;S75;purple;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0179;Springpfuhl;B0184;Friedrichsfelde Ost;S7;purple;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0184;Friedrichsfelde Ost;B0185;Lichtenberg;S7;purple;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0185;Lichtenberg;B0186;Nöldnerplatz;S7;purple;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0186;Nöldnerplatz;B0024;Ostkreuz;S7;purple;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0187;Strausberg Nord;B0188;Strausberg Stadt;S5;orange;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0188;Strausberg Stadt;B0189;Hegemühle;S5;orange;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0189;Hegemühle;B0190;Strausberg;S5;orange;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0190;Strausberg;B0191;Petershagen Nord;S5;orange;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0191;Petershagen Nord;B0192;Fredersdorf;S5;orange;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0192;Fredersdorf;B0193;Neuenhagen;S5;orange;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0193;Neuenhagen;B0194;Hoppegarten;S5;orange;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0194;Hoppegarten;B0195;Birkenstein;S5;orange;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0195;Birkenstein;B0196;Mahlsdorf;S5;orange;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0196;Mahlsdorf;B0197;Kaulsdorf;S5;orange;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0197;Kaulsdorf;B0198;Wuhletal;S5;orange;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0198;Wuhletal;B0199;Biesdorf;S5;orange;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0199;Biesdorf;B0184;Friedrichsfelde Ost;S5;orange;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0184;Friedrichsfelde Ost;B0185;Lichtenberg;S5;orange;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0185;Lichtenberg;B0186;Nöldnerplatz;S5;orange;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0186;Nöldnerplatz;B0024;Ostkreuz;S5;orange;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0200;Hönow;B0201;Louis-Lewin-Str.;U5;brown;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0201;Louis-Lewin-Str.;B0202;Hellersdorf;U5;brown;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0202;Hellersdorf;B0203;Cottbusser Platz;U5;brown;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0203;Cottbusser Platz;B0204;Kienberg;U5;brown;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0204;Kienberg;B0205;Kaulsdorf-Nord;U5;brown;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0205;Kaulsdorf-Nord;B0197;Kaulsdorf;U5;brown;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0197;Kaulsdorf;B0206;Elsterwerdaer Platz;U5;brown;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0206;Elsterwerdaer Platz;B0207;Biesdorf-Süd;U5;brown;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0207;Biesdorf-Süd;B0208;Tierpark;U5;brown;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0208;Tierpark;B0209;Friedrichsfelde;U5;brown;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0209;Friedrichsfelde;B0185;Lichtenberg;U5;brown;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0185;Lichtenberg;B0210;Magdalenenstr.;U5;brown;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0210;Magdalenenstr.;B0025;Frankfurter Allee;U5;brown;Berlin;U-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0023;Treptower Park;B0211;Warschauer Str.;S9;purple;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0024;Ostkreuz;B0211;Warschauer Str.;S5;orange;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0211;Warschauer Str.;B0212;Ostbahnhof;S5;orange;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0212;Ostbahnhof;B0213;Jannowitzbrücke;S5;orange;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0213;Jannowitzbrücke;B0214;Alexanderplatz;S5;orange;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
B0214;Alexanderplatz;B0215;Hackescher Markt;S5;orange;Berlin;S-Bahn;1;bidirektional;internal;NA;pre 2020-11-30
